text,text_clean,label
Yeah just open chat and click friend lists. Then make the list. Easy as pie,yeah just open chat and click friend lists then make the list easy as pie,0
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",hi hope ur day good back from walk table booked for half eight let me know when ur coming over,0
Pls go there today  &lt;#&gt; . I dont want any excuses,pls go there today lt gt i dont want any excuses,0
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,you are a winner you have been specially selected to receive [num] cash or a [num] award speak to a live operator to claim call [num] am [num] pm cost [num] p,1
Im on gloucesterroad what are uup to later?,im on gloucesterroad what are uup to later,0
Please CALL 08712402779 immediately as there is an urgent message waiting for you,please call [num] immediately as there is an urgent message waiting for you,1
Ok... Ur typical reply...,ok ur typical reply,0
Sent me ur email id soon,sent me ur email id soon,0
You still at the game?,you still at the game,0
Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,hurry home u big butt hang up on your last caller if u have to food is done and i m starving don t ask what i cooked,0
Apps class varaya elaya.,apps class varaya elaya,0
"Babe, I'm back ... Come back to me ...",babe i m back come back to me,0
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,free [num] st week entry [num] textpod [num] a chance [num] win [num] gb ipod or [num] cash every wk txt vpod to [num] ts cs [url] custcare [num],1
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),reading gud habit nan bari hudgi yorge pataistha ertini kano,0
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,please call amanda with regard to renewing or upgrading your current t mobile handset free of charge offer ends today tel [num] [num] [num] subject to t s and c s,1
O. Guess they both got screwd,o guess they both got screwd,0
K..u also dont msg or reply to his msg..,k u also dont msg or reply to his msg,0
I dont. Can you send it to me. Plus how's mode.,i dont can you send it to me plus how s mode,0
Mmm so yummy babe ... Nice jolt to the suzy,mmm so yummy babe nice jolt to the suzy,0
did u get that message,did u get that message,0
Today my system sh get ready.all is well and i am also in the deep well,today my system sh get ready all is well and i am also in the deep well,0
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",hi babe its chloe how r u i was smashed on saturday night it was great how was your weekend u been missing me sp visionsms com text stop to stop [num] p text,1
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",wa ur openin sentence very formal anyway i m fine too juz tt i m eatin too much n puttin on weight haha so anythin special happened,0
Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,up to wan come then come lor but i din c any stripes skirt,0
"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!",free msg get gnarls barkleys crazy ringtone totally free just reply go to this message right now,1
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",got ur mail dileep thank you so muchand look forward to lots of support very less contacts here remember one venugopal you mentioned tomorrow if not late i shall try to come up till there goodnight dear,0
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",when i was born god said oh no another idiot when you were born god said oh no competition who knew one day these two will become freinds forever,0
But i haf enuff space got like 4 mb...,but i haf enuff space got like [num] mb,0
"I shall book chez jules for half eight, if that's ok with you?",i shall book chez jules for half eight if that s ok with you,0
You flippin your shit yet?,you flippin your shit yet,0
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",i can t speak bcaz mobile have problem i can listen you but you cann t listen my voice so i calls you later,0
Me too baby! I promise to treat you well! I bet you will take good care of me...,me too baby i promise to treat you well i bet you will take good care of me,0
"Hey elaine, is today's meeting still on?",hey elaine is today s meeting still on,0
Wanna do some art?! :D,wanna do some art d,0
Haha... They cant what... At the most tmr forfeit... haha so how?,haha they cant what at the most tmr forfeit haha so how,0
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,urgent your mobile number has been awarded with a [num] prize guaranteed call [num] from land line claim [num] valid [num] hrs only,1
Just normal only here :),just normal only here,0
Good evening! How are you?,good evening how are you,0
NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,not much no fights it was a good nite,0
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",guy no flash me now if you go call me call me how madam take care oh,0
"Are you sure you don't mean ""get here, we made you hold all the weed""",are you sure you don t mean get here we made you hold all the weed,0
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,for taking part in our mobile survey yesterday you can now have [num] texts [num] use however you wish [num] get txts just send txt to [num] t c [url] [num] [num] p,1
Speaking of does he have any cash yet?,speaking of does he have any cash yet,0
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,hope ur head doesn t hurt [num] much am ploughing my way through a pile of ironing staying in with a chinky tonight come round if you like,0
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,you have an important customer service announcement call freephone [num] [num] [num] now,1
Thanks honey. Have a great day.,thanks honey have a great day,0
"sorry, no, have got few things to do. may be in pub later.",sorry no have got few things to do may be in pub later,0
How is it possible to teach you. And where.,how is it possible to teach you and where,0
Ü v ma fan...,v ma fan,0
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",good evening sir hope you are having a nice day i wanted to bring it to your notice that i have been late in paying rent for the past few months and have had to pay a lt gt charge i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that s why i didnt speak up i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month s end can you please help thank you for everything,0
"Whatever, juliana. Do whatever you want.",whatever juliana do whatever you want,0
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",fran i decided [num] go n e way im completely broke an knackered i got up bout [num] c u [num] mrw love janx p s this is my dads fone no credit,0
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes,0
Webpage s not available!,webpage s not available,0
2 laptop... I noe infra but too slow lar... I wan fast one,[num] laptop i noe infra but too slow lar i wan fast one,0
